Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,Extract,Tetratcycline concentration (ug/mL),Replicate,ChanStr
MGaptamer,150,6,0.0016666666666666668,L2,0.01084070796460177,uM,610,650,DAJ_MK_MY,0,1,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L3,0.014380530973451327,uM,610,650,DAJ_MK_MY,0,2,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L4,0.021238938053097345,uM,610,650,DAJ_MK_MY,0,3,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L5,0.012831858407079646,uM,610,650,DAJ_MK_MY,0.2,1,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L6,0.011946902654867256,uM,610,650,DAJ_MK_MY,0.2,2,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L7,0.023230088495575223,uM,610,650,DAJ_MK_MY,0.2,3,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L8,0.01836283185840708,uM,610,650,DAJ_MK_MY,2,1,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L9,0.01902654867256637,uM,610,650,DAJ_MK_MY,2,2,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L10,0.01747787610619469,uM,610,650,DAJ_MK_MY,2,3,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L11,0.019247787610619467,uM,610,650,DAJ_MK_MY,20,1,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L12,0.019690265486725665,uM,610,650,DAJ_MK_MY,20,2,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L13,0.017256637168141593,uM,610,650,DAJ_MK_MY,20,3,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L14,0.02256637168141593,uM,610,650,DAJ_MK_MY,200,1,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L15,0.02190265486725664,uM,610,650,DAJ_MK_MY,200,2,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L16,0.02721238938053097,uM,610,650,DAJ_MK_MY,200,3,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L17,0.03053097345132743,uM,610,650,DAJ_MK_MY,500,1,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L18,0.018584070796460177,uM,610,650,DAJ_MK_MY,500,2,MGaptamer150610650
MGaptamer,150,6,0.0016666666666666668,L19,0.016814159292035398,uM,610,650,DAJ_MK_MY,500,3,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L2,0.008628318584070796,uM,610,650,DAJ_MK_MY,0,1,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L3,0.036061946902654865,uM,610,650,DAJ_MK_MY,0,2,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L4,0.025221238938053097,uM,610,650,DAJ_MK_MY,0,3,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L5,0.031194690265486723,uM,610,650,DAJ_MK_MY,0.2,1,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L6,0.009734513274336283,uM,610,650,DAJ_MK_MY,0.2,2,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L7,0.010398230088495575,uM,610,650,DAJ_MK_MY,0.2,3,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L8,0.026327433628318585,uM,610,650,DAJ_MK_MY,2,1,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L9,0.012389380530973451,uM,610,650,DAJ_MK_MY,2,2,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L10,0.02809734513274336,uM,610,650,DAJ_MK_MY,2,3,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L11,0.02234513274336283,uM,610,650,DAJ_MK_MY,20,1,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L12,0.028982300884955754,uM,610,650,DAJ_MK_MY,20,2,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L13,0.02079646017699115,uM,610,650,DAJ_MK_MY,20,3,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L14,0.014823008849557524,uM,610,650,DAJ_MK_MY,200,1,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L15,0.010398230088495575,uM,610,650,DAJ_MK_MY,200,2,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L16,0.015486725663716814,uM,610,650,DAJ_MK_MY,200,3,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L17,0.032300884955752215,uM,610,650,DAJ_MK_MY,500,1,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L18,0.024778761061946902,uM,610,650,DAJ_MK_MY,500,2,MGaptamer150610650
MGaptamer,150,186,0.051666666666666666,L19,0.012831858407079646,uM,610,650,DAJ_MK_MY,500,3,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L2,0.02168141592920354,uM,610,650,DAJ_MK_MY,0,1,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L3,0.03738938053097345,uM,610,650,DAJ_MK_MY,0,2,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L4,0.03960176991150442,uM,610,650,DAJ_MK_MY,0,3,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L5,0.033407079646017704,uM,610,650,DAJ_MK_MY,0.2,1,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L6,0.01747787610619469,uM,610,650,DAJ_MK_MY,0.2,2,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L7,0.023008849557522124,uM,610,650,DAJ_MK_MY,0.2,3,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L8,0.02190265486725664,uM,610,650,DAJ_MK_MY,2,1,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L9,0.02853982300884956,uM,610,650,DAJ_MK_MY,2,2,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L10,0.02079646017699115,uM,610,650,DAJ_MK_MY,2,3,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L11,0.01991150442477876,uM,610,650,DAJ_MK_MY,20,1,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L12,0.012389380530973451,uM,610,650,DAJ_MK_MY,20,2,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L13,0.026991150442477872,uM,610,650,DAJ_MK_MY,20,3,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L14,0.025442477876106196,uM,610,650,DAJ_MK_MY,200,1,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L15,0.021238938053097345,uM,610,650,DAJ_MK_MY,200,2,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L16,0.03053097345132743,uM,610,650,DAJ_MK_MY,200,3,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L17,0.02920353982300885,uM,610,650,DAJ_MK_MY,500,1,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L18,0.023008849557522124,uM,610,650,DAJ_MK_MY,500,2,MGaptamer150610650
MGaptamer,150,366,0.10166666666666667,L19,0.02234513274336283,uM,610,650,DAJ_MK_MY,500,3,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L2,0.03893805309734513,uM,610,650,DAJ_MK_MY,0,1,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L3,0.035619469026548674,uM,610,650,DAJ_MK_MY,0,2,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L4,0.03982300884955752,uM,610,650,DAJ_MK_MY,0,3,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L5,0.02831858407079646,uM,610,650,DAJ_MK_MY,0.2,1,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L6,0.04247787610619469,uM,610,650,DAJ_MK_MY,0.2,2,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L7,0.04557522123893805,uM,610,650,DAJ_MK_MY,0.2,3,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L8,0.03274336283185841,uM,610,650,DAJ_MK_MY,2,1,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L9,0.032079646017699116,uM,610,650,DAJ_MK_MY,2,2,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L10,0.034734513274336284,uM,610,650,DAJ_MK_MY,2,3,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L11,0.03960176991150442,uM,610,650,DAJ_MK_MY,20,1,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L12,0.03716814159292035,uM,610,650,DAJ_MK_MY,20,2,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L13,0.033628318584070796,uM,610,650,DAJ_MK_MY,20,3,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L14,0.030973451327433628,uM,610,650,DAJ_MK_MY,200,1,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L15,0.027654867256637166,uM,610,650,DAJ_MK_MY,200,2,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L16,0.035176991150442476,uM,610,650,DAJ_MK_MY,200,3,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L17,0.02190265486725664,uM,610,650,DAJ_MK_MY,500,1,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L18,0.025221238938053097,uM,610,650,DAJ_MK_MY,500,2,MGaptamer150610650
MGaptamer,150,546,0.15166666666666667,L19,0.018584070796460177,uM,610,650,DAJ_MK_MY,500,3,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L2,0.05088495575221239,uM,610,650,DAJ_MK_MY,0,1,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L3,0.04535398230088496,uM,610,650,DAJ_MK_MY,0,2,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L4,0.04314159292035398,uM,610,650,DAJ_MK_MY,0,3,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L5,0.029424778761061948,uM,610,650,DAJ_MK_MY,0.2,1,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L6,0.03893805309734513,uM,610,650,DAJ_MK_MY,0.2,2,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L7,0.05176991150442478,uM,610,650,DAJ_MK_MY,0.2,3,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L8,0.07234513274336282,uM,610,650,DAJ_MK_MY,2,1,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L9,0.06814159292035397,uM,610,650,DAJ_MK_MY,2,2,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L10,0.03672566371681416,uM,610,650,DAJ_MK_MY,2,3,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L11,0.05597345132743363,uM,610,650,DAJ_MK_MY,20,1,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L12,0.03871681415929203,uM,610,650,DAJ_MK_MY,20,2,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L13,0.04601769911504425,uM,610,650,DAJ_MK_MY,20,3,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L14,0.03982300884955752,uM,610,650,DAJ_MK_MY,200,1,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L15,0.025221238938053097,uM,610,650,DAJ_MK_MY,200,2,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L16,0.05132743362831858,uM,610,650,DAJ_MK_MY,200,3,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L17,0.03185840707964602,uM,610,650,DAJ_MK_MY,500,1,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L18,0.032300884955752215,uM,610,650,DAJ_MK_MY,500,2,MGaptamer150610650
MGaptamer,150,726,0.20166666666666666,L19,0.03584070796460177,uM,610,650,DAJ_MK_MY,500,3,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L2,0.06902654867256637,uM,610,650,DAJ_MK_MY,0,1,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L3,0.05287610619469026,uM,610,650,DAJ_MK_MY,0,2,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L4,0.044026548672566376,uM,610,650,DAJ_MK_MY,0,3,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L5,0.04469026548672566,uM,610,650,DAJ_MK_MY,0.2,1,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L6,0.07389380530973452,uM,610,650,DAJ_MK_MY,0.2,2,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L7,0.061946902654867256,uM,610,650,DAJ_MK_MY,0.2,3,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L8,0.06106194690265486,uM,610,650,DAJ_MK_MY,2,1,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L9,0.06084070796460177,uM,610,650,DAJ_MK_MY,2,2,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L10,0.0413716814159292,uM,610,650,DAJ_MK_MY,2,3,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L11,0.08053097345132744,uM,610,650,DAJ_MK_MY,20,1,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L12,0.06106194690265486,uM,610,650,DAJ_MK_MY,20,2,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L13,0.07234513274336282,uM,610,650,DAJ_MK_MY,20,3,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L14,0.058849557522123896,uM,610,650,DAJ_MK_MY,200,1,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L15,0.06150442477876106,uM,610,650,DAJ_MK_MY,200,2,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L16,0.05331858407079646,uM,610,650,DAJ_MK_MY,200,3,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L17,0.033849557522123895,uM,610,650,DAJ_MK_MY,500,1,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L18,0.05376106194690265,uM,610,650,DAJ_MK_MY,500,2,MGaptamer150610650
MGaptamer,150,906,0.25166666666666665,L19,0.060176991150442484,uM,610,650,DAJ_MK_MY,500,3,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L2,0.07676991150442478,uM,610,650,DAJ_MK_MY,0,1,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L3,0.08783185840707965,uM,610,650,DAJ_MK_MY,0,2,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L4,0.07367256637168142,uM,610,650,DAJ_MK_MY,0,3,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L5,0.046460176991150445,uM,610,650,DAJ_MK_MY,0.2,1,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L6,0.10376106194690264,uM,610,650,DAJ_MK_MY,0.2,2,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L7,0.08495575221238938,uM,610,650,DAJ_MK_MY,0.2,3,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L8,0.09491150442477876,uM,610,650,DAJ_MK_MY,2,1,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L9,0.09911504424778761,uM,610,650,DAJ_MK_MY,2,2,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L10,0.0665929203539823,uM,610,650,DAJ_MK_MY,2,3,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L11,0.08650442477876105,uM,610,650,DAJ_MK_MY,20,1,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L12,0.061725663716814164,uM,610,650,DAJ_MK_MY,20,2,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L13,0.07610619469026549,uM,610,650,DAJ_MK_MY,20,3,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L14,0.06482300884955752,uM,610,650,DAJ_MK_MY,200,1,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L15,0.08849557522123894,uM,610,650,DAJ_MK_MY,200,2,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L16,0.08849557522123894,uM,610,650,DAJ_MK_MY,200,3,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L17,0.06814159292035397,uM,610,650,DAJ_MK_MY,500,1,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L18,0.048008849557522125,uM,610,650,DAJ_MK_MY,500,2,MGaptamer150610650
MGaptamer,150,1086,0.3016666666666667,L19,0.0670353982300885,uM,610,650,DAJ_MK_MY,500,3,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L2,0.1092920353982301,uM,610,650,DAJ_MK_MY,0,1,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L3,0.09491150442477876,uM,610,650,DAJ_MK_MY,0,2,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L4,0.07411504424778761,uM,610,650,DAJ_MK_MY,0,3,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L5,0.08185840707964602,uM,610,650,DAJ_MK_MY,0.2,1,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L6,0.09491150442477876,uM,610,650,DAJ_MK_MY,0.2,2,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L7,0.10685840707964603,uM,610,650,DAJ_MK_MY,0.2,3,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L8,0.08296460176991151,uM,610,650,DAJ_MK_MY,2,1,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L9,0.12853982300884956,uM,610,650,DAJ_MK_MY,2,2,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L10,0.08672566371681416,uM,610,650,DAJ_MK_MY,2,3,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L11,0.11792035398230087,uM,610,650,DAJ_MK_MY,20,1,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L12,0.09380530973451327,uM,610,650,DAJ_MK_MY,20,2,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L13,0.11747787610619469,uM,610,650,DAJ_MK_MY,20,3,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L14,0.0918141592920354,uM,610,650,DAJ_MK_MY,200,1,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L15,0.11172566371681417,uM,610,650,DAJ_MK_MY,200,2,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L16,0.10154867256637168,uM,610,650,DAJ_MK_MY,200,3,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L17,0.07323008849557522,uM,610,650,DAJ_MK_MY,500,1,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L18,0.07300884955752213,uM,610,650,DAJ_MK_MY,500,2,MGaptamer150610650
MGaptamer,150,1266,0.3516666666666667,L19,0.08584070796460178,uM,610,650,DAJ_MK_MY,500,3,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L2,0.10066371681415928,uM,610,650,DAJ_MK_MY,0,1,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L3,0.11172566371681417,uM,610,650,DAJ_MK_MY,0,2,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L4,0.09469026548672567,uM,610,650,DAJ_MK_MY,0,3,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L5,0.0823008849557522,uM,610,650,DAJ_MK_MY,0.2,1,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L6,0.13053097345132741,uM,610,650,DAJ_MK_MY,0.2,2,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L7,0.12389380530973451,uM,610,650,DAJ_MK_MY,0.2,3,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L8,0.15221238938053097,uM,610,650,DAJ_MK_MY,2,1,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L9,0.1398230088495575,uM,610,650,DAJ_MK_MY,2,2,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L10,0.11238938053097344,uM,610,650,DAJ_MK_MY,2,3,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L11,0.1075221238938053,uM,610,650,DAJ_MK_MY,20,1,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L12,0.11460176991150442,uM,610,650,DAJ_MK_MY,20,2,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L13,0.1267699115044248,uM,610,650,DAJ_MK_MY,20,3,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L14,0.12367256637168142,uM,610,650,DAJ_MK_MY,200,1,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L15,0.11349557522123895,uM,610,650,DAJ_MK_MY,200,2,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L16,0.11880530973451327,uM,610,650,DAJ_MK_MY,200,3,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L17,0.10331858407079646,uM,610,650,DAJ_MK_MY,500,1,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L18,0.11371681415929205,uM,610,650,DAJ_MK_MY,500,2,MGaptamer150610650
MGaptamer,150,1446,0.40166666666666667,L19,0.09823008849557521,uM,610,650,DAJ_MK_MY,500,3,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L2,0.10707964601769912,uM,610,650,DAJ_MK_MY,0,1,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L3,0.13384955752212388,uM,610,650,DAJ_MK_MY,0,2,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L4,0.12146017699115044,uM,610,650,DAJ_MK_MY,0,3,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L5,0.12013274336283186,uM,610,650,DAJ_MK_MY,0.2,1,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L6,0.15464601769911504,uM,610,650,DAJ_MK_MY,0.2,2,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L7,0.15597345132743362,uM,610,650,DAJ_MK_MY,0.2,3,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L8,0.1646017699115044,uM,610,650,DAJ_MK_MY,2,1,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L9,0.12876106194690265,uM,610,650,DAJ_MK_MY,2,2,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L10,0.12146017699115044,uM,610,650,DAJ_MK_MY,2,3,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L11,0.15685840707964602,uM,610,650,DAJ_MK_MY,20,1,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L12,0.12787610619469028,uM,610,650,DAJ_MK_MY,20,2,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L13,0.17013274336283185,uM,610,650,DAJ_MK_MY,20,3,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L14,0.1258849557522124,uM,610,650,DAJ_MK_MY,200,1,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L15,0.16769911504424778,uM,610,650,DAJ_MK_MY,200,2,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L16,0.15707964601769914,uM,610,650,DAJ_MK_MY,200,3,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L17,0.0922566371681416,uM,610,650,DAJ_MK_MY,500,1,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L18,0.11615044247787612,uM,610,650,DAJ_MK_MY,500,2,MGaptamer150610650
MGaptamer,150,1626,0.45166666666666666,L19,0.13716814159292035,uM,610,650,DAJ_MK_MY,500,3,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L2,0.12300884955752212,uM,610,650,DAJ_MK_MY,0,1,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L3,0.17323008849557522,uM,610,650,DAJ_MK_MY,0,2,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L4,0.13473451327433628,uM,610,650,DAJ_MK_MY,0,3,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L5,0.11172566371681417,uM,610,650,DAJ_MK_MY,0.2,1,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L6,0.14092920353982302,uM,610,650,DAJ_MK_MY,0.2,2,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L7,0.13827433628318583,uM,610,650,DAJ_MK_MY,0.2,3,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L8,0.1564159292035398,uM,610,650,DAJ_MK_MY,2,1,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L9,0.1922566371681416,uM,610,650,DAJ_MK_MY,2,2,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L10,0.14734513274336283,uM,610,650,DAJ_MK_MY,2,3,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L11,0.19469026548672566,uM,610,650,DAJ_MK_MY,20,1,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L12,0.18141592920353983,uM,610,650,DAJ_MK_MY,20,2,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L13,0.20442477876106194,uM,610,650,DAJ_MK_MY,20,3,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L14,0.17123893805309737,uM,610,650,DAJ_MK_MY,200,1,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L15,0.19380530973451326,uM,610,650,DAJ_MK_MY,200,2,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L16,0.1730088495575221,uM,610,650,DAJ_MK_MY,200,3,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L17,0.12057522123893805,uM,610,650,DAJ_MK_MY,500,1,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L18,0.11349557522123895,uM,610,650,DAJ_MK_MY,500,2,MGaptamer150610650
MGaptamer,150,1806,0.5016666666666667,L19,0.1657079646017699,uM,610,650,DAJ_MK_MY,500,3,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L2,0.12345132743362833,uM,610,650,DAJ_MK_MY,0,1,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L3,0.13628318584070795,uM,610,650,DAJ_MK_MY,0,2,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L4,0.15331858407079646,uM,610,650,DAJ_MK_MY,0,3,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L5,0.13606194690265488,uM,610,650,DAJ_MK_MY,0.2,1,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L6,0.1573008849557522,uM,610,650,DAJ_MK_MY,0.2,2,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L7,0.1827433628318584,uM,610,650,DAJ_MK_MY,0.2,3,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L8,0.19491150442477875,uM,610,650,DAJ_MK_MY,2,1,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L9,0.2269911504424779,uM,610,650,DAJ_MK_MY,2,2,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L10,0.1599557522123894,uM,610,650,DAJ_MK_MY,2,3,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L11,0.22787610619469026,uM,610,650,DAJ_MK_MY,20,1,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L12,0.21238938053097348,uM,610,650,DAJ_MK_MY,20,2,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L13,0.2252212389380531,uM,610,650,DAJ_MK_MY,20,3,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L14,0.20287610619469026,uM,610,650,DAJ_MK_MY,200,1,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L15,0.20530973451327433,uM,610,650,DAJ_MK_MY,200,2,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L16,0.18672566371681415,uM,610,650,DAJ_MK_MY,200,3,MGaptamer150610650
MGaptamer,150,1986,0.5516666666666666,L17,0.13075221238938053,uM,610,650,DAJ_MK_MY,500,1,MGaptamer150610650
